umkm_name,umkm_category,total_seller_gain,total_project_value,total_revenue
PT.TJIPTA KARYA BANGUN ,Kecil,157494000,517543665,1056988
Jaya Sukaca,Kecil,0,222819583,0
PT. MUBARAK KARYA BERSAMA,Kecil,0,80664540,0
ASEP ANDI,Kecil,0,97000,0
PARI KESIT ABADI,Kecil,0,175560,0
KOPERASI EDELWEISS BHAKTI UTAMA,Kecil,25576700,836947788,172282
ABHINAYA JALA UTAMA,Kecil,0,412062,0
KOPEGTEL KUDUS,Kecil,98161717,483750138,626181
Kripik Balado Mahkota,Kecil,0,973000,0
Basic One,Kecil,0,58000,0
ARIO PRATAMA,Kecil,76002397,317563920,498957
Kain tenun,Kecil,0,2200000,0
MEEFA SOLUSI UTAMA,Kecil,0,1053243062,0
K-Nez Interior and Craft,Kecil,0,210000,0
CV. Z4COMP,Kecil,17103650,33334586,92652
POLA RAYA JAYA SAKTI,Kecil,0,96039900,0
TOKO SUPRIYADI,Kecil,0,465000,0
PT Magnet Solusi Integra,Kecil,0,7223000,0
GARDA PEMUDA NUSANTARA,Kecil,0,8934344,0
PT. TALENTA MULTI BANGUN,Kecil,0,1622000,0
AIRI RIJKI KAULA,Kecil,0,6656000,0
CV. Indo Sarana Makmur,Kecil,11260930,44148490,52491
CV. SUBUR SENTOSA,Kecil,93137720,1527265060,552995
KOPERASI TANKERS,Kecil,104642020,1612865961,639256
BEANBAGJKT,Kecil,0,384000,0
Sumber Berkah,Kecil,0,167700,0
CV.ANDHIK SEJAHTERA,Kecil,1224745,48348860,-6338
CV. TRI USAHA SUKSES,Kecil,0,150280125,0
Kopi Mentari,Kecil,0,167000,0
JaringQ,Kecil,0,402000,0
NGAGLIK SEBELAS,Kecil,0,31507000,0
Sahabat elektronik,Kecil,0,26557800,0
WAHANA MUTIARA AGROMEDICA,Kecil,0,297000,0
PT. Putri Mandiri Jaya,Kecil,0,527969280,0
test seller nadila pt 3,Kecil,120000,120000,0
Dekayu Indonesia,Kecil,0,7325000,0
PT Senyum Media Utama,Kecil,6844212,19102434,15870
ETMA SRI WIJAYA,Kecil,149780000,251467140,272160
PT Bina Lintas Usaha Ekonomi,Kecil,0,214501899,0
PT AXIO MOTOR INDONESIA,Kecil,138750,146750,0
PT Delight Digital Printing,Kecil,8227590,151377500,50047
Toko Nam Bie,Kecil,7898240,40254900,39710
PT. ORBITAL TEKNIK INDONESIA,Kecil,242246000,266061433,0
KOPERASI TASPEN SEMARANG (KOPERTAS),Kecil,93570601,106218213,625706
RIZKI SETIA UTAMA,Kecil,48840,47190,0
HALLO INDONESIA TEKNOLOGI,Kecil,645383664,1016197029,3828776
IMAH BATIK BANDUNG,Kecil,1497000,1497000,0
Ayam Penyet Bandung,Kecil,914000,929000,0
TENUN GARUT HENDAR,Kecil,1800000,1800000,0
PT. HENDAH KARYA,Kecil,494799308,3994708569,3023729
PT BHAKTI SATRYA,Kecil,173804992,1125200340,791630
PT. BUDI ANDA ABADI,Kecil,817294000,3201274562,3724762
SHANAI TEKNIK PERKASA,Kecil,0,941457600,0
PT. KURNIA MARINA SEJATI,Kecil,604590816,3211261490,2922468
CV. ANUGRAH GEMAKAS JAYA,Kecil,36517400,2908768591,248466
PT. ASERA GROUP,Kecil,0,189750000,0
UD.TRIO,Kecil,91816510,434161257,543034
PT HAFRIZ JAYA ABADI,Kecil,347851296,2495650740,1745244
SAFILA ARTA NUGRAHA,Kecil,0,1539826412,0
PT DEWASA,Kecil,28418900,615828943,193425
PT. PUTRA CHANDRA KARYA,Kecil,0,643384860,0
PT. KUSUMA PIRANTI JAYA,Kecil,0,1713158460,0
PT. SURYA KENCANA HANAF,Kecil,0,817208640,0
CV. SARO ANUGRAH MULIA,Kecil,0,109700745,0
teratai indah,Kecil,410913979,2736735847,2331413
KARYAWAN KEBUN LUBUK DALAM,Kecil,62819696,63247650,354703
CV. Nikmat Illahi,Kecil,8990890,490762590,52800
Ateka,Kecil,3037050,10060000,12795
Hinoz Com,Kecil,0,1800000,0
ANUGERAH SEJAHTERA,Kecil,108415220,1326538614,638949
CV.Yohara Gemilang,Kecil,0,171067220,0
CV. DUA SAUDARA.,Kecil,0,103040549,0
Pelita Abadi Teknik,Kecil,104181320,592530274,622581
CV. KARYA UTAMA,Kecil,56197979,700911709,327986
CV. Calosa Global Indonesia,Kecil,38594240,276184993,249317
CV.CITRALOKA,Kecil,98309500,163069120,631038
ANEKA JAYA,Kecil,12019180,280740000,67209
ADHINATA ARTA JAYA,Kecil,168967900,169943380,721477
"Koperasi Pegawai PT. Pelindo Marine Service ""Tiga Laut""",Kecil,120660,209442620,-5297
CV. DIFA TECHNO SOLUSINDO,Kecil,491287,42392100,1124
BIMA UTAMA,Kecil,0,79415976,0
PT. MAKMUR JAYA SENTOSA MANDIRI,Kecil,79405100,1344285757,537412
CV. AGRA,Kecil,0,301315050,0
CV. Lima Net,Kecil,0,19986500,0
Arayya,Kecil,20455520,417475440,132771
TOKO MABEN,Kecil,9781330,49322500,60878
ARTA MAULANA AGUNG,Kecil,277143692,1862966280,1857372
WIHARDJA KUSUMA,Kecil,505026604,3035708253,2913087
ARQANA MAKMUR PERMAI,Kecil,8599500,576704198,50430
BALIGAU,Kecil,0,172483000,0
UD.RIO,Kecil,0,57468080,0
GRIYA PIRANTI INFORMATIKA,Kecil,29735500,185220483,201418
PRIMKOPKAR PERHUTANI KPH RANDUBLATUNG,Kecil,0,293679946,0
Koperasi Karyawan Mitra Usaha Makmur,Kecil,0,54200000,0
PT. SUMBER GAS MAKMUR,Kecil,2774040,40183500,13751
CV.Tuty Roos,Kecil,0,19100000,0
RUMAH SAKIT PELABUHAN,Kecil,318200395,1667677800,1768560
AYAM PERKASA JAYA MEAT SHOP,Kecil,212092310,522047217,1413335
SINAR KENCANA,Kecil,3704400,40339677,20248
PATTRA JAYA SENTOSA,Kecil,31415852,116104335,177802
Rumah kue kemmy,Kecil,31652830,102513600,209609
CV. CAHAYA CEMERLANG,Kecil,0,1792542671,0
CV. DJATI BAGUS,Kecil,0,954039313,0
ALKENZA MANDIRI,Kecil,0,68502540,0
NURMADINA ABADI,Kecil,0,2101280,0
PT. MULIA MANDIRI SEJAHTERA,Kecil,11670000,1883301446,78465
Naluri Project Indonesia,Kecil,7146000,133470000,43155
PT. TRISOD ALDANA GEMILANG,Kecil,106449800,120879000,722546
PT. ANUGRAH GLOBAL TEKNOLOGI,Kecil,18801500,114087642,124573
BALIKPAPAN METER SOLUTION,Kecil,0,122025297,0
CV ATLAS TANI JAYA,Kecil,0,61116600,0
PT. RAJAWALI DEWANATA,Kecil,598764000,2595817819,3472570
CV. TAMIRA,Kecil,316432992,2808957240,1563365
PT. TATA WAHONO ANUGRAH,Kecil,2701125856,5217855199,13187888
PT. ELGA PERMATA WIJAYA,Kecil,239830000,1756469106,1092971
PT.BAROKAH JAYA ABADI,Kecil,148950000,955756065,678187
PT. WIDHI CAHAYA UTAMA,Kecil,458059408,3875782849,2289207
PT KURNIA DWI JAYA SENTOSA,Kecil,95602600,3781395833,654557
CV REMAJA JAYA,Kecil,63488600,154623000,427001
REJATAMA MULYA,Kecil,131057504,1058755742,896277
Primkokar Rimba Lestari,Kecil,22451300,25494591,149497
PRIMKOKAR KPH BALAPULANG,Kecil,8820000,89357220,49585
PT Soekiman Poetra Perkasa,Kecil,0,1170702681,0
PT MULTI DHARMA FIONA,Kecil,236028622,1779765019,1580792
PUTRA MANDIRI BUWANA,Kecil,0,895273931,0
CROUSE - HINDS INDONESIA,Kecil,0,582306000,0
RIZKI ANUGERAH ABADI,Kecil,138950000,570894000,931230
SERAMBI NEGRI,Kecil,0,328050384,0
PT. MACAN ASUHAN PERKASA,Kecil,0,1837164330,0
PT. MEGA UTAMA SEJATI,Kecil,0,1496548613,0
CV Anugrah Santosa Abadi,Kecil,0,426265320,0
PT. KARUNIA DINNI ABADI,Kecil,346733104,1430521351,1709197
AVIANARINTAMA SOLUSINDO PRIMA,Kecil,0,116106000,0
PRIMKOKAR PHT KEBONHARJO,Kecil,0,109050884,0
PT. MILLO PERKASA UTAMA,Kecil,0,368062789,0
PT. VIVALDI PRATAMA,Kecil,0,814275655,0
CV. KURNIA MULIA,Kecil,168662000,955639560,1131056
PT. MACHIA JAYA,Kecil,0,2066528596,0
PT. BERHASIL SINAR GEMILANG ABADI,Kecil,363199604,1003886199,2432865
PT. FEMILA JAYA,Kecil,0,1613081302,0
Aman Jaya,Kecil,2826320,23338155,13576
AKSES DIGITAL MALUKU,Kecil,13685000,814749546,91815
INTI SOLUSINDO ABADI,Kecil,255535008,1751333750,1158157
TRANS SULAWESI,Kecil,0,21268000,0
CV. ELANG ATK,Kecil,34926075,173279500,206551
Toko Kartini Batam,Kecil,6749000,41475000,42120
PT.SOLUDIA,Kecil,193014980,1367867110,1294426
CV Calisto Brothers,Kecil,173963800,467259147,1179357
CV. RAJAWALI SAKTI,Kecil,98443600,459534845,660442
HAN-INDO MILLENNIUM,Kecil,0,4000000,0
TIMBERINDO INOVASI MANDIRI,Kecil,0,57855000,0
CV. TARUNA KARYA MANDIRI,Kecil,0,199761393,0
Shawadath Cahaya Jaya Abadi,Kecil,344141192,1142463630,2314867
CV. SINAR TERANG,Kecil,76993200,149638000,516178
CV. KARYA TEKNIK MARDIKA,Kecil,0,73614750,0
MITRA KURNIA SUKSES,Kecil,0,140426712,0
INSAN KENCANA PASUNDAN,Kecil,73040,39960019,-3373
VIVARIA INDAH,Kecil,352800,31796750,501
Pilar Mas,Kecil,0,258502350,0
DINU PUTRA LITA,Kecil,0,143128950,0
BARANI AGUNG MANDIRI,Kecil,0,70472346,0
PT Quantum Estar International,Kecil,0,7343621,0
CV. HARJA MULYA,Kecil,0,15664320,0
KARYA BAHARI,Kecil,15297820,248836772,88259
BERLIAN CAHAYA BAHARI,Kecil,0,141863400,0
RONNY COMPUTER,Kecil,167039500,572540584,1113546
KOPERASI JASA JASA KARYAWAN SUCOFINDO CABANG DUMAI,Kecil,0,222000,0
LAYAR DUMAI SEJAHTERA,Kecil,9699680,9765669,56546
BANYU BIRU,Kecil,36707600,123224430,245240
ENERGI KARUNIA ABADI,Kecil,0,98716673,0
CV. MULTI WIRA MANDIRI,Kecil,25556900,113284380,169701
shamrock rovers,Kecil,0,58322175,0
PT. RIBONITA PUTRAMAS BHAKTI,Kecil,108734800,308453300,728019
PT. TIARA PERDANA,Kecil,0,96044059,0
PT PERSADA INDAH,Kecil,75961000,476680850,509236
AMPAT DYNAMIK,Kecil,146195300,676552892,979957
PT Patra Avia,Kecil,186930704,2475419791,1278141
KOP.PEG.TELKOM DIV.PELATIHAN MEDAN,Kecil,49175000,1061667886,329390
Barra Sinergi,Kecil,26262500,351795079,177157
CV Putra Pertama Perkasa,Kecil,19850000,250832250,129140
Cv Hasan JAya,Kecil,112848600,202416710,676691
CV. BANGUN KREASI MANDIRI,Kecil,44617800,44955000,298440
PT CAMAR DUA TEKNIK,Kecil,35366200,49255089,239868
VENETA SYSTEM,Kecil,0,14541000,0
CV DELI JAYA,Kecil,5554950,39007287,31997
TERATAI,Kecil,4427970,327534503,24629
UD. BINTANG TAMA,Kecil,0,174217386,0
PT. GOENIS SEJAHTERA MANDIRI,Kecil,43661350,607904475,290392
CV AURA PRODUCTION,Kecil,0,66216217,0
PT. BERSINAR ABADI SELARAS,Kecil,0,1228502254,0
ERA JAYA PERDANA,Kecil,128137600,399361794,862546
CV. YUP NGA,Kecil,0,331107450,0
MESRAN SEJAHTERA,Kecil,87896600,191906684,589509
Mitra Akurasi,Kecil,898817060,14914848000,5206904
CV. Ayunda,Kecil,0,70475281,0
PITERS SON,Kecil,0,41153250,0
KOPEGTEL BENGKULU,Kecil,135441132,1348128150,887152
PT. ALETHEIA MEDIKA INDONESIA,Kecil,0,753770479,0
CIPTA SARANA KREASI,Kecil,0,228160500,0
MARITIM BELAWAN JAYA,Kecil,0,55000500,0
DAKAR ESHAN ABADI,Kecil,0,49950000,0
ASIA MEGA PERSADA,Kecil,0,134090404,0
CV.Ledy Pratama,Kecil,200436790,899976101,1313866
PT. HASHERA JAYA MANDIRI,Kecil,55189400,113897100,375536
PT. SYARIKATAMA,Kecil,152363500,824376920,1034559
PT. Rusel Perkasa Mandiri,Kecil,207935576,1752975322,1385595
CV. PUTRA DELI PERKASA,Kecil,116348000,155886180,795313
Cv. Ardana Dikara Mulia,Kecil,17595000,1553881684,117970
ANUGRAH MITRA SEJATI,Kecil,0,107731383,0
CV. AHYAN JAYA ANUGERAH,Kecil,0,80508838,0
Yunique Thurayya Lakeisha,Kecil,0,77204287,0
DASCOM JAYA SAKTI,Kecil,0,4579210,0
CV.IT TECHNO SOLUTINDO,Kecil,0,524652489,0
PT. Link Global Deltacom,Kecil,0,186982838,0
CV KERABAT SUKSES,Kecil,20368300,1006299360,123416
HAFIDZ KARYA,Kecil,152395008,172610261,690361
PT Excellent Infotama Kreasindo,Kecil,0,87137220,0
PT INDONESIA PENUH REZEKI,Kecil,0,186004365,0
GARUDA,Kecil,28566887,1049021817,127172
ANUGERAH AMAR SEJAHTERA,Kecil,0,77922496,0
PT ETERNO SYSTEM INDONESIA,Kecil,0,24432543,0
BERKAH KARYA SAHABAT,Kecil,0,37573500,0
CV CAHYA ARINI,Kecil,0,105494400,0
NIKITA SANJAYA,Kecil,53745800,54858864,327714
PUTERA GEMILANG,Kecil,0,34037872,0
Raja Musik,Kecil,0,122555000,0
MEDIATAMA INTEGRASI TEKNOLOGI,Kecil,26294640,26473500,152658
TALIMAS BAJA MANDIRI,Kecil,0,342214500,0
PENTADATA INFRACOM SOLUSINDO,Kecil,0,409201000,0
PT. SUMATERA COMPUTER CENTRE,Kecil,0,49284000,0
VIOLET INDO PERKASA,Kecil,0,413987,0
CV. ANGKASA,Kecil,341059996,658658016,2316070
Agusta Triasa,Kecil,0,27801820,0
CV.KOTANZA,Kecil,71912600,393745300,445803
PT. RASYA ABADI MAKMUR,Kecil,50022610,290223060,295020
PT. WIRANDA INTAN PERKASA,Kecil,0,422469297,0
CV .NAZWA BERSINAR,Kecil,0,35542300,0
TIGA MUSTIKA GROUF,Kecil,0,16463411,0
REZEKI MAKMUR JAYA,Kecil,0,9633690,0
CV. MANGUN SASKORO JAYA,Kecil,0,19645890,0
UD. GANESA STATIONERY,Kecil,76148922,206729391,411597
PT ANUGRAH CIPTA CORPORINDO,Kecil,0,151026790,0
CV.ALAP SARI TEKNIK,Kecil,0,541753100,0
PT. Bina Sarana Jayabersama,Kecil,6637050,238900860,36913
AMERTA RAFFASYA MAHACHANDRA,Kecil,0,33346620,0
BHINEKA KARYA,Kecil,23775300,111175368,160173
BERLIAN UTAMA,Kecil,47237200,286564164,322045
PT. SABITHA DWI PERSADA,Kecil,0,3864352302,0
TAMITA PERMATA SUKSES,Kecil,188595504,1073578290,1277801
PT. Siban Amerta Sakti,Kecil,86347504,189229410,579090
JAYA KENCANA AMERTA,Kecil,568181824,1746757832,2806819
PT. Putra Perkasa Utama,Kecil,361042900,3044814507,2419997
PT SINAR RAYA JAYA,Kecil,96466000,1601533345,647142
Koperasi Karyawan Nusa Jaya,Kecil,4050580,25395024,22888
PRIMA KARUNIA KREASI,Kecil,0,32907559,0
PT. Unibless Indo Multi,Kecil,52785000,278487122,356090
SAKTI MANDRA GUNA,Kecil,83975400,136597710,574751
SINAR MUTIARA,Kecil,0,286967128,0
CV.INDRAJAYA PRATAMA,Kecil,10567460,281751300,55805
PT. RAHARJO,Kecil,33080000,405684687,220842
CV. SURYA BINTAN INDAH,Kecil,0,98532575,0
BINA KARYA,Kecil,0,619951300,0
MELVIN PRIMA PERKASA,Kecil,0,211641032,0
ALISHA PRIMA BRAWIJAYA,Kecil,0,26692029,0
PRIMKOKAR KPH CIAMIS,Kecil,13316300,20784915,88753
SURYA INTAN PUTRA,Kecil,269568304,307350108,1584711
PT. PUTRA ALAM RAYA KENCANA,Kecil,127893496,674047944,856870
CEMARA LAUT PERSADA,Kecil,0,316794000,0
CV Mahkota,Kecil,0,319792420,0
PT KRISVITA SANDWIPA PUTRA,Kecil,157690420,694254735,1053642
CV. SINAR SENTOSA,Kecil,0,30489480,0
TELCON TEKNIK UTAMA,Kecil,0,106959600,0
AGRAPANA JAYA ABADI,Kecil,0,181375220,0
PT. MULTIMAS MITRA BERSAMA,Kecil,0,40412500,0
CV LIANDI MANDIRI SUKSES,Kecil,0,123522550,0
PRIMA AKSES SOLUSI GLOBAL,Kecil,0,48590134,0
SANTANA JAYA,Kecil,0,55167000,0
SINERGI MULTINDO UTAMA,Kecil,32752500,247308000,218640
PT. Magenta Prima Warna,Kecil,8764880,307114800,50886
AKIRA MITRA SARANA,Kecil,0,1446859248,0
PT TANGGUH ABADI BERSAMA,Kecil,0,96039650,0
CV ANDIKA UTAMA PRAKARSA,Kecil,465980792,1195115500,2192590
TEGUH PRIMATAMA,Kecil,0,54834000,0
UD sapu jagad ,Kecil,0,43987500,0
MULTI SKINDO UTAMA,Kecil,0,352090104,0
Sohib Jaya Putra,Kecil,468356000,2813184000,3197240
PANCAPUTRA SATRIAWIBAWA,Kecil,0,1953039899,0
GRASIKA KARYA PRIMA,Kecil,0,11550192966,0
VARIA SEMBADA MANDIRI,Kecil,0,1113219000,0
MENARA MEGAH,Kecil,0,472416000,0
ANUGRAH JAYA MANDIRI,Kecil,0,201465000,0
ANTARES JAYA GEMILANG PRIMA,Kecil,0,303170970,0
PURNOMO TEHNIK,Kecil,0,2394276660,0
PUNYAKUNIK MAJU JAYA,Kecil,0,233188800,0
INDIMEX SELO ANTI GENI,Kecil,0,586372291,0
SAMUDERA NIAGA TEHNIK,Kecil,0,54445500,0
TRIJAYA TEKNIK,Kecil,0,161505000,0
CATERING SEMBILAN SEMBILAN,Kecil,0,1111828000,0
OREN KOMPUTINDO,Kecil,0,15043500,0
DIJI PUTRA,Kecil,0,62949,0
Toko Berkah,Kecil,4469825,26994950,22432
Koperasi Karyawan Serba usaha,Kecil,0,12265500,0
koperasi karyawan karya usaha,Kecil,0,2992000,0
MITRA KARYA,Kecil,2312490,19522125,10186
cv sumber rejeki,Kecil,40415280,312510285,229431
Ada Semua,Kecil,0,83700000,0
Prakarsa Megatama,Kecil,0,1998000,0
Cv.FATIH MAJU BERSAMA,Kecil,0,450000,0
toko online soepra0927,Kecil,0,47000,0
CV ERPINA LAMGANDA,Kecil,0,80825120,0
TOKO AYU,Kecil,0,66000,0
CATHERING RUSMAIN,Kecil,0,130000,0
Songo home,Kecil,0,888420,0
CV.MITRA JAYA COMPUTINDO,Kecil,23012172,6710516247,120692
TUNAS GAJAYANA,Kecil,0,25398140,0
CV. DIAN KHARISMA,Kecil,0,84720,0
SAID JAYA,Kecil,132750926,621753072,757945
KEMBAR UTAMA,Kecil,26559810,509112070,154266
SHANKARA SUKSES SEJAHTERA,Kecil,35095023,175026258,194494
CV VELDIKA SENTOSA,Kecil,39930060,317398062,231396
CV DWIKA JAYA SENTOSA,Kecil,94704100,398801309,547215
Kopkar Robusta NPW,Kecil,0,20214000,0
CV SAHABAT BARU SEJAHTERA,Kecil,11344300,117816800,72480
Toko TRI SAKTI,Kecil,8281983,39494969,40332
PT. Global Sedaya Mandiri,Kecil,0,193064467,0
Koperasi Kop.Kar Giri Makmur Kebun Sukamangli,Kecil,2938160,14546550,13974
CV. BHINEKA KARYA ABADI,Kecil,0,42757097,0
CV. Pafindo,Kecil,99000896,1971019681,664190
Koperasi Karyawan Britama,Kecil,10417280,119600000,58615
VINTECH INTI NIAGATAMA,Kecil,0,18873885,0
 DWI TUNGGAL,Kecil,3010926,16435940,-15614
CV MAJU BERSAMA,Kecil,3164515,59379912,9894
MEGA ABADI MOTORINDO,Kecil,0,26999999,0
PRIMKOPKAR SYLVA CENDEKIA,Kecil,466474,167604035,-5039
Mastrip 56 Design Graphic,Kecil,1021125,20647500,-622
CV. IRAWAN,Kecil,9025103,296053450,26359
Global Akses Medika,Kecil,6878250,40805044,35102
CV. SATU TIGA BERSAUDARA,Kecil,112647300,5109805847,751062
PT. JAYA BAKTI ENGGAL,Kecil,0,268274235,0
CV. KUNCUP MEKAR,Kecil,46630400,208068390,318425
CV. KARYA NIAGA,Kecil,0,330811830,0
PT. Natuna Jasa Prima,Kecil,12413200,377563472,81849
PT. KURNIA ARENA JAYA,Kecil,410952392,1244359771,2810864
CV. SETIA LINA,Kecil,0,145495900,0
KOPEGTEL RANGGON,Kecil,100646150,969783468,668629
PT.INSAN KARYA NAWACIPTA,Kecil,0,208974150,0
PT. BAJ MANUNGGAL,Kecil,0,101544465,0
PT TRI PULIK ABADI,Kecil,36722500,302697000,245340
PT. METRICO INDO TEKNIK,Kecil,0,21062250,0
GRAMEDIA JOGJA CITY MALL,Kecil,0,3522395,0
GARAM MEDIA EDUKASI,Kecil,13827340,70146761,84722
CV Kota Pelajar,Kecil,3995620,37540778,22011
CV Citra,Kecil,9199810,33064394,51339
PT. Putera Henfrean Mandiri,Kecil,0,221722500,0
CV. SAN ROUF,Kecil,0,28693500,0
KOPERASI SWADHARMA KARYAWAN BNI 46 SUBANG,Kecil,0,54000,0
CV. Q-BLAT CITRA SAKTI,Kecil,0,3938050,0
Naufira Sentosa,Kecil,0,5140410,0
PT PERKASA JAYA SUPPLINDO RAYA,Kecil,9135315,20432385,48223
FADIN,Kecil,0,86580000,0
PUTRA MANDIRI,Kecil,0,103886010,0
AL FATH,Kecil,0,332001000,0
PT. Merta Yudha Sentosa,Kecil,139764300,307867690,947189
AZKA JAYALAKSANA,Kecil,26239487,226247970,155595
KARISMA ABADI,Kecil,0,217390725,0
Koperasi Karyawan Trigger,Kecil,250180400,902774100,1672626
PT. Rakha Rani Mandiri,Kecil,793800,849200,-2824
CV. Poerwani Utama,Kecil,0,17572500,0
CV Putra Wijaya,Kecil,2205000,3330000,9535
PRIMA TECHNOLOGY,Kecil,43626500,129230081,290280
ELSABILLA TEKNIK,Kecil,3480880,3558000,19934
WIED JAYA ABADI,Kecil,5397860,5534992,29470
PRIMKOPKAR PERHUTANI KPH KEDIRI,Kecil,5182040,5221200,27221
CAHAYA MART,Kecil,0,10512000,0
PT DHIN SENTOSA SEJAHTERA,Kecil,0,1309748940,0
PT BUMIDHATTA LESTARI NUSANTARA,Kecil,0,25359060,0
PT. RIDHO RAOSIN LESTARI,Kecil,0,37166052,0
HD AMANAH,Kecil,0,55304640,0
Aura Amanda,Kecil,10733940,141718695,61718
PT. Anugrah Teknik Sukses,Kecil,0,25863000,0
CV. Citra Abadi Sentosa,Kecil,42216800,173561709,253964
WIJAYATAMA,Kecil,0,26295497,0
Anugerah Jaya Elektronik Madiun,Kecil,0,11155500,0
PT EKA SURYA MAKMUR,Kecil,57330,607230,-1833
SEMMA,Kecil,22615450,232191981,141198
HARCO CENTER COMPUTER,Kecil,12928000,46632000,80480
CV NEO ALKA COMPUTER DAN CCTV,Kecil,0,5765000,0
SERVINDO TEHNIK,Kecil,9503550,12176700,55358
CV.SATIVA DEWI,Kecil,9261000,109712400,53890
CV. ELGE LIEFE MEDIA,Kecil,18293900,257196435,117694
PT. ARYA VIRA SAKTI,Kecil,0,360868770,0
MURIA DJAYA PERKASA,Kecil,55061000,283419630,376290
PT. NAVIN PERKASA,Kecil,97417504,746841122,653541
MULTI MODERN NUSANTARA,Kecil,0,152390500,0
cv. SUMBER ALAM PERKASA,Kecil,0,1875637819,0
PENDOWO LIMO,Kecil,0,597573760,0
PT KERTA GAYA PUSAKA,Kecil,0,92918008,0
CV. MAKATANA,Kecil,0,1895185648,0
MFAHRUL,Kecil,161892200,369563576,1107918
CV. FALCON,Kecil,0,431762822,0
MULTI CIPTA JAYA,Kecil,0,282762305,0
DUA RATU,Kecil,0,19980000,0
CINDY CELL,Kecil,0,254923244,0
HUMMINGBIRD,Kecil,40635040,241534464,267371
Galasolusi Dinamindo Kreatifdata,Kecil,20286046,8958660150,107646
Ragam Imagi Bersama,Kecil,0,16730752,0
BERLIAN INDAH,Kecil,0,299761776,0
HOUSE OF TRUSMI,Kecil,0,239077000,0
Surya Sakti Teknologi Indonesia,Kecil,24142300,51541800,150739
Raja jati,Kecil,0,35100000,0
cv.zaki pratama jaya,Kecil,82226304,560219951,562746
CV. BINTANG PRIMA,Kecil,137363604,249336790,927290
CIPTA JAYA CELEBES,Kecil,0,80031000,0
MAIZU INDONESIA,Kecil,4153782,26448500,19215
Koperasi swadharma 46 riau pekanbaru,Kecil,6145060,223957500,33152
KOPERASI KARYAWAN BRI KC SOLOK,Kecil,125055,355000,-794
CV CITRA SAUDARA,Kecil,9725000,92162750,65115
MOE-SAFIR,Kecil,0,179714550,0
SENTRA JAYA PRATAMA,Kecil,0,543206,0
PT. Ilham Mahanaim Sentosa,Kecil,3287660,235933525,16635
PT. ENERGI SATELIT PALAPA,Kecil,0,380435739,0
PT. JAYA HARITA LESTARI,Kecil,0,154348429,0
Mahadewa Teknologi Komputindo,Kecil,0,9850000,0
PT. KALAM RAYA,Kecil,0,2073690750,0
PT. PULAU DOOM,Kecil,58194200,597894690,388112
WAHYU ABADI INDAH,Kecil,0,166278000,0
CV HADITITI JAYA,Kecil,254155000,2124261446,1737916
SINAR OFFI SEJATI,Kecil,26455100,1196861679,176287
CV. AGRO MITRA LESTARI,Kecil,145254500,585607430,992085
DWIPA ARTHATAMA,Kecil,0,36130500,0
SHIRA ARTHA GEMILANG,Kecil,0,99678000,0
CV. MEGA BUANA TEHNIK,Kecil,0,852662039,0
Cv edy karya,Kecil,105826800,887870463,717980
MUFIDAH TERMINAL PRINT,Kecil,0,44397572,0
KOPERASI KARYAWAN PERKEBUNAN GEDEH,Kecil,150679319,461207655,889386
PT SELARAS GEMA PRAKARSYA,Kecil,4743370,28932368,27083
PRIMKOKAR PERHUTANI KANTOR PUSAT,Kecil,116545130,631393276,778015
PT GIRI KENCANA,Kecil,0,984383520,0
CV. RESTU BUNDA KENCANA,Kecil,0,284826000,0
ZHAFIRA KARYA,Kecil,0,75886260,0
PT. EKAPRATAMA KARYA MANDIRI,Kecil,0,540253650,0
PUTRA SABAR MANDIRI,Kecil,0,1067102385,0
PT. MEGANTARA UTAMA RAYA,Kecil,0,232156500,0
PT. TORAJA PANGESTU,Kecil,0,80508744,0
PT. CAHAYA BUANA DATA CEMERLANG,Kecil,0,506474130,0
CV. CIPTA JASA PERDANA,Kecil,0,119800000,0
CV. GUNUNG SARI,Kecil,151108104,202852500,1012998
PT. NASIONAL PROTEKSI PRODUK,Kecil,0,205017000,0
MURAH JAYA,Kecil,771750,777000,3037
PT. KRISNA DWIPA,Kecil,0,1780793082,0
CV. ANUGERAH ABADI,Kecil,56637680,411043350,345909
Koperasi Telkom Jombang,Kecil,9649630,49489350,52427
TIDAR SINERGI BUMI NUSANTARA,Kecil,0,183415500,0
PT. DOMAS PERKASA,Kecil,140878596,721432678,950253
PT SAB INDO INDUSTRIES,Kecil,15307600,461713935,102895
CV ASATEL,Kecil,100580250,792412350,640102
PT BUDIANI SEJAHTERA,Kecil,86384500,841741454,580779
CV. TRUBUS SAKTI,Kecil,0,6993300,0
TRIBUANA GLOBALINDO,Kecil,0,5961250,0
SALAMAR WANGI MANDIRI,Kecil,0,201798665,0
KOPKAR MANDIRI PERUM PERHUTANI KPH NGANJUK,Kecil,0,663780,0
SAMUNG SERVICE,Kecil,0,101640000,0
GIMEY OFAN CONTRUCTION,Kecil,0,486890758,0
PT. SAFITRI ASTA WIJAYA,Kecil,140538896,914303947,952656
DIAN PERDANA,Kecil,120387300,806764308,807670
CV BANJAR TECHNIQUES,Kecil,88779104,326725000,595443
PT. FAJAR TRIJAYANTI JAYA,Kecil,7361000,693650433,43210
Ud Kartini Stationary,Kecil,19224290,63477570,108762
UD. PEMUDA,Kecil,0,49728000,0
